"item-title","item-title href","item-title src","copies-text","card-footer","px-3","submission-preview src"
"Meso","https://sortitoutsi.net/graphics/browse/1/1463341/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000221943.png","2000221943","1
                                 6","V 2024.07","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.07/2000221943.png?width=100&height=100"
"Óscar Mesa","https://sortitoutsi.net/graphics/browse/1/1462426/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000223272.png","2000223272","0
                                 6","V 2023.10","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.10/2000223272.png?width=100&height=100"
"Paulo Almeida","https://sortitoutsi.net/graphics/browse/1/1559156/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000304952.png","2000304952","0
                                 3","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/2000304952.png?width=100&height=100"
"Pol Durán","https://sortitoutsi.net/graphics/browse/1/1563063/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000299373.png","2000299373","0
                                 5","V 2024.09","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.09/2000299373.png?width=100&height=100"
"Pol Fortuny","https://sortitoutsi.net/graphics/browse/1/1468079/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000214902.png","2000214902","0
                                 8","V 2024.11","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.11/2000214902.png?width=100&height=100"
"Rachad Fettal","https://sortitoutsi.net/graphics/browse/1/1562471/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000300102.png","2000300102","0
                                 5","V 2025.02","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.02/2000300102.png?width=100&height=100"
"Raúl Asencio","https://sortitoutsi.net/graphics/browse/1/1377575/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000126407.png","2000126407","1
                                 10","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/2000126407.png?width=100&height=100"
"Roberto","https://sortitoutsi.net/graphics/browse/1/1462377/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000223330.png","2000223330","0
                                 6","V 2023.10","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.10/2000223330.png?width=100&height=100"
"Rodrygo","https://sortitoutsi.net/graphics/browse/1/783239/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/19306929.png","19306929","12
                                 52","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/19306929.png?width=100&height=100"
"Rubén Gómez","https://sortitoutsi.net/graphics/browse/1/1812731/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000395711.png","2000395711","Contribute","",""
"Rubén Martínez","https://sortitoutsi.net/graphics/browse/1/1820608/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000377705.png","2000377705","Contribute","",""
"Sergio Mestre","https://sortitoutsi.net/graphics/browse/1/1437074/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000164447.png","2000164447","0
                                 6","V 2025.07","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.07/2000164447.png?width=100&height=100"
"Thiago","https://sortitoutsi.net/graphics/browse/1/1554856/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000310973.png","2000310973","0
                                 4","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/2000310973.png?width=100&height=100"
"Thibaut Courtois","https://sortitoutsi.net/graphics/browse/1/205087/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/18026122.png","18026122","0
                                 50","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/18026122.png?width=100&height=100"
"Trent Alexander-Arnold","https://sortitoutsi.net/graphics/browse/1/284064/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/28104124.png","28104124","11
                                 65","V 2025.07","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.07/28104124.png?width=100&height=100"
"Valde","https://sortitoutsi.net/graphics/browse/1/1564358/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000297000.png","2000297000","0
                                 3","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/2000297000.png?width=100&height=100"
"Vinícius Júnior","https://sortitoutsi.net/graphics/browse/1/221149/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/19302146.png","19302146","15
                                 59","V 2025.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.08/19302146.png?width=100&height=100"
"Yeray","https://sortitoutsi.net/graphics/browse/1/1437559/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000163793.png","2000163793","0
                                 5","V 2024.11","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.11/2000163793.png?width=100&height=100"
