"item-title","item-title href","item-title src","copies-text","card-footer","px-3","submission-preview src"
"Lass Kourouma","https://sortitoutsi.net/graphics/browse/1/1459535/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000227523.png","2000227523","0
                                 5","V 2024.06","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.06/2000227523.png?width=100&height=100"
"Lau González","https://sortitoutsi.net/graphics/browse/1/1813158/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000410538.png","2000410538","Contribute","",""
"Lou Marley White","https://sortitoutsi.net/graphics/browse/1/1812517/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000480754.png","2000480754","Contribute","",""
"Lucas Martín","https://sortitoutsi.net/graphics/browse/1/1812624/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000469417.png","2000469417","Contribute","",""
"Mamadou Bah","https://sortitoutsi.net/graphics/browse/1/1820821/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000476616.png","2000476616","Contribute","",""
"Marcos Roldán","https://sortitoutsi.net/graphics/browse/1/1812383/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000407537.png","2000407537","Contribute","",""
"Mario González","https://sortitoutsi.net/graphics/browse/1/1801630/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000472419.png","2000472419","Contribute","",""
"Miguel Sánchez","https://sortitoutsi.net/graphics/browse/1/1377542/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000126441.png","2000126441","0
                                 3","V 2022.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2022.01/2000126441.png?width=100&height=100"
"Moha Touray","https://sortitoutsi.net/graphics/browse/1/1824508/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000477207.png","2000477207","Contribute","",""
"Mohammed Hamony","https://sortitoutsi.net/graphics/browse/1/1564324/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000297062.png","2000297062","0
                                 5","V 2026.00","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2026.00/2000297062.png?width=100&height=100"
"Nil Calderó","https://sortitoutsi.net/graphics/browse/1/1564065/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000297514.png","2000297514","0
                                 2","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/2000297514.png?width=100&height=100"
"Oriol Aguilera","https://sortitoutsi.net/graphics/browse/1/1811019/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000362382.png","2000362382","Contribute","",""
"Pablo Villa","https://sortitoutsi.net/graphics/browse/1/1819814/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000469420.png","2000469420","Contribute","",""
"Papa Ba","https://sortitoutsi.net/graphics/browse/1/1819017/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000357374.png","2000357374","0
                                 1","",""
"Paulo Gazzaniga","https://sortitoutsi.net/graphics/browse/1/454366/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67136579.png","67136579","1
                                 35","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/67136579.png?width=100&height=100"
"Pol Arnau","https://sortitoutsi.net/graphics/browse/1/1566130/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000293993.png","2000293993","0
                                 3","V 2025.02","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.02/2000293993.png?width=100&height=100"
"Pol Silvero","https://sortitoutsi.net/graphics/browse/1/1812478/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000407669.png","2000407669","Contribute","",""
"Portu","https://sortitoutsi.net/graphics/browse/1/453263/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67115581.png","67115581","0
                                 26","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/67115581.png?width=100&height=100"
"Raúl Martínez","https://sortitoutsi.net/graphics/browse/1/1715826/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000404490.png","2000404490","0
                                 1","",""
"Ricard Artero","https://sortitoutsi.net/graphics/browse/1/1436270/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000165475.png","2000165475","0
                                 7","V 2024.08","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.08/2000165475.png?width=100&height=100"
