"item-title","item-title href","item-title src","copies-text","px-3","submission-preview src","card-footer"
"Carlos Macià","https://sortitoutsi.net/graphics/browse/1/1826716/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000494587.png","2000494587","","","Contribute"
"César Bonafé","https://sortitoutsi.net/graphics/browse/1/1562819/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000299684.png","2000299684","V 2024.02","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.02/2000299684.png?width=100&height=100","0
                                 2"
"Cheikh Thiam","https://sortitoutsi.net/graphics/browse/1/1500407/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000169971.png","2000169971","","","Contribute"
"Curro","https://sortitoutsi.net/graphics/browse/1/1369233/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000138488.png","2000138488","V 2024.12","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.12/2000138488.png?width=100&height=100","0
                                 8"
"Dani Parejo","https://sortitoutsi.net/graphics/browse/1/449200/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67030707.png","67030707","","","0
                                 28"
"Daniel Budesca","https://sortitoutsi.net/graphics/browse/1/1554429/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000311540.png","2000311540","V 2024.02","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.02/2000311540.png?width=100&height=100","1
                                 3"
"Daniel Cantero","https://sortitoutsi.net/graphics/browse/1/1565147/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000295466.png","2000295466","V 2024.01","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.01/2000295466.png?width=100&height=100","0
                                 2"
"Daniel Reyes","https://sortitoutsi.net/graphics/browse/1/1815044/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000507896.png","2000507896","","","Contribute"
"Diego Conde","https://sortitoutsi.net/graphics/browse/1/458655/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67216538.png","67216538","V 2025.00","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2025.00/67216538.png?width=100&height=100","0
                                 18"
"Douga Fofana","https://sortitoutsi.net/graphics/browse/1/1801816/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000395715.png","2000395715","","","Contribute"
"Eduard Ursu","https://sortitoutsi.net/graphics/browse/1/1826429/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000395590.png","2000395590","","","Contribute"
"Eneko Ortiz","https://sortitoutsi.net/graphics/browse/1/1470036/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000212041.png","2000212041","V 2024.06","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.06/2000212041.png?width=100&height=100","0
                                 5"
"Facundo Viveros","https://sortitoutsi.net/graphics/browse/1/1488376/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000185815.png","2000185815","V 2024.09","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.09/2000185815.png?width=100&height=100","1
                                 4"
"Fran Gil","https://sortitoutsi.net/graphics/browse/1/1463931/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000221078.png","2000221078","V 2023.09","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.09/2000221078.png?width=100&height=100","0
                                 3"
"Gastón Iñigo","https://sortitoutsi.net/graphics/browse/1/1535016/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000240541.png","2000240541","","","Contribute"
"Georges Mikautadze","https://sortitoutsi.net/graphics/browse/1/785278/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/49043189.png","49043189","V 2024.10","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.10/49043189.png?width=100&height=100","0
                                 18"
"Gerard Moreno","https://sortitoutsi.net/graphics/browse/1/453283/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67115823.png","67115823","","","3
                                 22"
"Guillermo Anadón","https://sortitoutsi.net/graphics/browse/1/1826388/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000399086.png","2000399086","","","0
                                 1"
"Hamadou Moubarak","https://sortitoutsi.net/graphics/browse/1/1824429/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000344804.png","2000344804","","","Contribute"
"Hugo López","https://sortitoutsi.net/graphics/browse/1/1825818/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000457930.png","2000457930","","","0
                                 1"
"Iker Abad","https://sortitoutsi.net/graphics/browse/1/1815080/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000507810.png","2000507810","","","0
                                 1"
"Íker Adelantado","https://sortitoutsi.net/graphics/browse/1/1819779/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000498678.png","2000498678","","","Contribute"
"Ilias Akhomach","https://sortitoutsi.net/graphics/browse/1/1265167/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000056415.png","2000056415","V 2023.12","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.12/2000056415.png?width=100&height=100","9
                                 21"
"Javier Aguilar","https://sortitoutsi.net/graphics/browse/1/1815389/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000507894.png","2000507894","","","0
                                 1"
"Jean Ives Valou","https://sortitoutsi.net/graphics/browse/1/1825764/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000395136.png","2000395136","","","0
                                 1"
"Jordi Mata","https://sortitoutsi.net/graphics/browse/1/1817388/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000507982.png","2000507982","","","Contribute"
"Jorge Casañ","https://sortitoutsi.net/graphics/browse/1/1801967/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000498693.png","2000498693","","","Contribute"
"Joselillo","https://sortitoutsi.net/graphics/browse/1/1823653/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000294487.png","2000294487","","","0
                                 1"
"Juan Foyth","https://sortitoutsi.net/graphics/browse/1/188853/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/14186894.png","14186894","V 2023.03","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2023.03/14186894.png?width=100&height=100","8
                                 31"
"Julio Arjona","https://sortitoutsi.net/graphics/browse/1/1813804/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000442134.png","2000442134","","","Contribute"
"Kevlin Henry","https://sortitoutsi.net/graphics/browse/1/1811848/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/2000468400.png","2000468400","","","Contribute"
"Lautaro Spatz","https://sortitoutsi.net/graphics/browse/1/1067363/timeline","https://sortitoutsi.b-cdn.net/uploads/iconface/67293829.png","67293829","V 2024.05","https://sortitoutsidospaces.b-cdn.net/megapacks/cutoutfaces/originals/2024.05/67293829.png?width=100&height=100","0
                                 7"
